,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,price,age,predicted,expected
20935,2,1.75,3.0,0,0,3,9,1570,0,98004,1940,1160,720000,3042,786364,2124746
20936,3,2.0,2.0,0,0,3,9,1040,240,98122,1280,1173,549900,306,521485,1854809
20937,3,2.5,2.0,0,0,3,8,3192,0,98023,3000,5134,427000,385,434616,1273038
20938,3,2.5,3.0,0,0,3,8,1420,270,98122,1280,1253,492000,3587,494008,1843873
20939,2,2.5,2.0,0,0,3,8,1590,0,98029,1590,1426,419190,124,476174,1409359
20940,3,2.5,2.0,0,0,3,9,2870,0,98011,2870,5998,650000,1046,605330,1618821
20941,4,2.5,2.0,0,0,3,8,2580,0,98038,2570,5386,379950,3614,424425,1377253
20942,4,2.75,2.0,0,0,3,8,1830,0,98198,1813,3420,269800,939,305328,1067653
20943,4,2.5,2.0,0,0,3,7,2927,0,98042,2533,6000,407000,1320,394083,1314676
20944,3,1.5,3.0,0,0,3,8,1320,0,98103,1560,1694,580000,2661,477965,1939645
20945,3,2.5,2.0,0,0,3,7,1720,0,98053,1720,3600,389700,1476,475230,1371100
20946,2,1.0,1.0,0,0,3,6,828,0,98001,828,5402,110000,17236,133215,1057167
20947,3,1.5,2.0,0,0,3,9,900,140,98144,1350,3000,230000,-154,426328,1768948
20948,4,2.75,2.0,0,0,3,8,2790,0,98045,2790,6444,533380,240,518882,1517912
20949,3,2.5,2.0,0,0,3,7,960,450,98108,1410,1343,295500,260,303106,1206227
20950,4,4.5,2.0,0,0,3,9,3220,820,98052,3940,8400,860000,3201,923959,2069774
20951,4,3.5,2.0,0,0,3,9,2750,620,98029,3200,3650,812000,2745,810105,1835652
20952,3,2.5,2.0,0,0,3,7,1660,0,98118,1670,4050,324500,1981,367359,1443050
20953,2,1.75,1.0,0,0,3,6,910,0,98038,1310,2550,193000,4102,181334,1050163
20954,3,2.25,3.0,0,0,3,8,1280,0,98103,1130,1126,355000,3428,463710,1853143
20955,4,2.75,2.0,0,0,3,8,2360,0,98028,2360,4670,525000,2356,492589,1494300
20956,3,2.5,2.0,0,0,3,7,2529,0,98042,2533,6125,370950,1153,355018,1251396
20957,4,3.5,1.0,0,2,3,11,2660,2040,98033,3770,9000,1240000,4693,1740021,2795398
20958,3,2.5,1.0,0,0,3,10,2780,0,98045,1680,16340,950000,3410,596487,1510313
20959,4,2.75,2.0,0,0,3,9,3540,0,98074,3540,5500,888990,260,817256,1960798
20960,3,2.5,2.0,0,2,3,8,1080,500,98107,1530,1357,705000,442,588588,2115681
20961,3,2.5,2.0,0,0,3,7,1700,0,98168,1520,4500,268000,237,291108,1232416
20962,3,2.5,2.0,0,0,3,7,1600,0,98056,1500,11089,305450,491,311563,1394834
20963,2,1.75,1.5,0,0,3,9,900,510,98027,1440,1188,399900,1279,429514,1273503
20964,3,1.5,3.0,0,0,3,8,1580,0,98115,1580,3605,495000,362,518760,1571704
20965,3,3.5,2.0,0,0,3,10,3940,0,98166,2015,11632,857326,307,712460,1626286
20966,5,2.75,2.0,0,0,3,9,3650,800,98011,4000,9750,845950,253,844599,2013293
20967,4,2.5,2.0,0,0,3,8,2009,0,98092,2009,5182,303210,160,290197,1048704
20968,6,5.0,2.0,0,0,3,7,2732,0,98002,3078,69993,343000,2113,319429,1492413
20969,3,2.5,2.0,0,0,3,7,2090,0,98042,2190,4060,300000,3483,298968,1161769
20970,2,2.5,3.0,0,0,3,8,980,0,98117,980,1023,334900,2517,399110,1430504
20971,5,3.5,2.0,0,0,3,9,2815,0,98055,2583,5295,477500,1201,461564,1379448
20972,4,2.5,2.0,0,0,3,9,3170,0,98033,3230,8523,820000,2360,955336,2285715
20973,5,3.25,2.0,0,0,3,8,2150,880,98106,2020,7410,580000,216,470747,1636500
20974,2,2.5,2.0,0,0,3,8,1060,220,98103,1290,2900,350000,3124,486087,1864763
20975,3,2.5,3.0,0,0,3,9,1970,60,98004,1950,1160,910000,2978,882895,2312980
20976,3,2.5,2.5,0,0,3,8,2490,0,98059,2640,3844,414000,907,454872,1442412
20977,3,2.5,2.0,0,0,3,8,3030,0,98059,3030,4501,525000,2279,534255,1621075
20978,2,2.5,3.0,0,3,3,8,1470,0,98103,1480,1284,650000,2655,609887,2102488
20979,3,2.25,2.5,0,0,3,8,1540,80,98027,1620,1068,450000,1074,430549,1340227
20980,4,3.0,2.0,0,3,3,9,3570,1950,98006,3770,8278,1270000,2327,1255350,2548374
20981,3,3.5,2.0,0,0,3,10,3200,0,98011,2550,20152,699000,3023,720324,1716387
20982,4,2.5,2.0,0,0,3,8,2580,0,98033,1700,5772,899000,568,693938,1998691
20983,4,3.0,2.0,0,0,3,8,2050,0,98001,2050,4000,353500,219,320023,1299879
20984,3,2.5,2.0,0,0,3,7,2430,0,98065,2620,5866,485000,1346,478279,1398011
20985,4,3.25,2.0,0,0,3,10,2300,760,98027,2920,3448,782900,176,750364,1773181
20986,2,2.0,2.0,0,0,3,8,1540,0,98177,1840,8179,529000,2674,430441,1449153
20987,3,3.25,2.0,0,0,3,8,1060,250,98107,1160,1266,514700,2662,503727,2030617
20988,3,2.5,2.0,0,0,3,8,1800,0,98065,1800,3393,409316,139,414712,1246961
20989,3,2.5,2.0,0,0,3,8,2370,0,98038,2370,4370,388598,490,398364,1332367
20990,3,2.25,2.0,0,0,3,7,1300,145,98027,1445,1082,415000,4075,386406,1319872
20991,3,2.25,2.0,0,0,3,8,1140,310,98122,1580,3472,521500,3383,504410,1944609
20992,3,2.5,3.0,0,2,3,8,1740,0,98116,1740,1280,580000,2423,589029,1634295
20993,4,2.5,3.0,0,0,3,8,3560,0,98052,3220,4892,882566,180,790834,1836100
20994,3,2.75,2.0,0,0,3,9,1080,1050,98118,1880,3132,525000,1923,492585,1454580
20995,5,2.75,2.0,0,0,3,9,2980,0,98028,2850,4501,515000,2891,652892,1614886
20996,3,3.0,2.0,0,0,3,9,2840,0,98065,2540,5260,589410,268,574810,1460389
20997,4,2.5,2.0,0,0,3,9,3420,0,98052,2800,5715,757500,2273,871577,1833571
20998,3,2.5,2.0,0,0,3,7,1660,0,98038,1800,4087,284000,639,277475,1181898
20999,2,2.25,2.0,0,0,3,7,1150,0,98027,1150,748,338500,816,356024,1259924
21000,3,2.25,2.0,0,0,3,7,1290,120,98027,1490,1435,379500,3450,384586,1317031
21001,3,2.0,2.5,0,0,3,9,1340,80,98109,1540,2168,550000,2760,670925,2102433
21002,3,2.5,2.0,0,0,3,8,1860,0,98038,2000,5550,294900,1705,334227,1228377
21003,2,1.5,2.0,0,0,3,8,1120,220,98144,1340,1213,345000,2351,390529,1758750
21004,2,1.5,2.0,0,0,3,8,1200,330,98122,1530,1425,450000,3691,501212,1916511
21005,3,2.5,3.0,0,0,3,8,1509,0,98133,1509,2431,420000,469,370297,1293181
21006,3,2.5,2.0,0,0,3,8,2350,0,98029,2020,3532,740000,821,566983,1565344
21007,2,1.5,3.0,0,0,3,7,1010,0,98125,1128,1080,286000,2972,306190,1234509
21008,5,3.5,2.0,0,0,3,9,3580,915,98011,4495,10079,870000,805,888262,2113554
21009,3,2.5,3.0,0,0,3,9,1580,0,98119,1610,1297,727000,2143,694557,2010262
21010,4,3.0,2.0,0,0,3,9,2750,0,98038,2750,6000,395000,1130,472221,1460497
21011,4,2.25,2.0,0,0,3,7,1890,0,98029,1630,3280,535000,3503,474314,1467997
21012,3,2.25,2.0,0,0,3,7,1040,280,98106,1300,1285,255000,2919,280330,1240858
21013,4,2.5,2.0,0,0,3,8,2150,0,98002,2150,3721,260000,3209,302672,1265120
21014,4,2.5,2.0,0,0,3,9,3340,0,98052,1560,9429,810000,252,797909,1759903
21015,3,2.5,2.0,0,0,3,7,1850,0,98053,1850,3400,359782,1795,492985,1400317
21016,2,2.5,2.0,0,0,3,9,1500,450,98118,1800,2457,500000,1174,497352,1459346
21017,5,3.25,2.0,0,0,3,9,4240,0,98053,4080,8425,1050000,299,957334,1919329
21018,4,3.5,2.0,0,0,3,11,1920,780,98118,1430,3858,810000,3342,787036,1572969
21019,5,4.0,2.0,0,0,3,8,2280,760,98065,3070,5558,605000,1497,488027,1463624
21020,4,2.5,2.0,0,0,3,8,2460,0,98033,1850,9000,730000,3727,686139,1979795
21021,4,2.5,2.0,0,0,3,7,2110,0,98042,1950,3825,327000,805,288227,1143185
21022,2,1.0,2.0,0,0,3,7,780,0,98144,1130,1270,370000,2139,300769,1570850
21023,5,3.5,2.0,0,0,3,7,2640,0,98065,2640,5267,459000,4923,494277,1451649
21024,5,4.0,2.0,0,1,3,11,5190,0,98039,3840,19250,2900000,681,2906513,4102608
21025,4,2.5,2.0,0,0,3,8,2420,0,98042,2440,4822,365000,708,363392,1220345
21026,4,2.5,2.0,0,0,3,7,1987,0,98001,1880,9589,255000,1455,286512,1259254
21027,1,1.0,1.0,0,0,3,6,720,0,98116,1140,6250,375000,34531,371821,1461751
21028,2,1.5,2.0,0,0,3,8,1000,130,98116,1500,1474,375000,3196,434617,1474473
21029,4,2.5,2.0,0,0,3,9,2810,0,98038,2980,5046,518380,202,486636,1430902
21030,3,3.25,2.0,0,0,3,8,1150,350,98106,1500,1533,346000,2758,305939,1288321
21031,4,2.0,3.0,0,0,3,7,1390,0,98027,1390,942,302059,2610,353591,1250393
21032,4,2.5,2.0,0,0,3,9,2500,0,98065,2760,6000,575000,503,541667,1408931
21033,4,3.5,2.0,0,2,3,9,3906,0,98001,2673,6500,549950,203,755679,1964742
21034,5,6.0,2.0,0,4,3,12,5480,1640,98006,3440,36859,900000,2971,2495524,3413828
21035,3,2.5,2.0,0,0,3,8,930,540,98122,1510,1797,397500,3113,481120,1898690
21036,5,3.5,2.0,0,0,3,10,3230,0,98052,3230,8580,1080000,2881,925438,1839264
21037,3,2.5,2.0,0,0,3,9,2700,0,98075,3270,14700,775900,476,707154,1624280
21038,4,2.5,2.0,0,0,3,8,4073,0,98001,1780,9625,510000,2684,575933,1793890
21039,4,2.5,2.0,0,0,3,9,3361,0,98092,2316,4105,471275,240,475536,1299057
21040,4,2.25,2.0,0,0,3,7,1610,0,98038,1760,3692,288000,1714,265881,1169851
21041,4,3.5,2.0,0,0,3,9,3830,0,98052,3640,6055,989990,288,1007551,1969545
21042,3,3.25,2.0,0,0,3,7,1180,290,98108,1470,1243,300000,2354,281680,1252249
21043,5,3.0,1.0,0,2,3,9,1890,1300,98178,2270,7623,664950,538,546382,1508376
21044,4,3.25,2.0,0,0,3,9,3250,0,98065,3250,5482,699188,196,616286,1578280
21045,3,2.25,2.0,0,0,3,7,1490,0,98028,1750,4667,390000,2252,347842,1316639
21046,5,2.75,2.0,0,0,3,8,2900,0,98075,2900,6176,670000,2636,682470,1631749
21047,4,2.5,2.0,0,0,3,9,2540,0,98108,2360,6834,487000,3476,523770,1508980
21048,5,2.75,2.0,0,0,3,9,3360,0,98011,3360,9724,769995,203,690515,1755302
21049,2,1.25,2.0,0,0,3,7,860,0,98144,1280,1265,321950,2684,286899,1666438
21050,4,2.5,2.0,0,0,3,9,3020,0,98072,3240,5757,613500,3403,694183,1656177
21051,3,2.5,3.0,0,0,3,7,1330,0,98133,1330,1206,300000,4600,320310,1259820
21052,4,2.5,2.0,0,0,3,9,2578,0,98092,2647,4554,400950,328,398010,1177894
21053,4,2.5,2.0,0,0,3,8,2640,0,98038,2370,4725,389517,260,423236,1372796
21054,3,1.75,2.0,0,0,3,7,810,450,98106,1260,1172,255000,1328,258758,1188916
21055,3,2.5,3.0,0,0,3,9,1990,0,98102,1990,3600,1080000,1146,792687,2215316
21056,5,3.25,2.0,0,2,3,9,2500,840,98065,3220,5200,637850,324,614779,1572601
21057,4,2.5,2.0,0,0,3,9,2840,0,98056,2790,7168,636230,604,606963,1853782
21058,3,2.5,3.0,0,0,3,8,1530,0,98103,1530,1445,375000,2175,520636,1935623
21059,3,2.5,3.0,0,0,3,8,1600,180,98107,1780,1300,586500,3076,567241,1978911
21060,4,2.5,2.0,0,0,3,8,1930,410,98065,2950,6908,544000,3671,482408,1361253
21061,4,2.5,2.0,0,0,3,7,2390,0,98065,2520,5333,425000,4600,468745,1384928
21062,4,2.5,2.0,0,0,3,8,2090,0,98038,2160,3993,374950,1165,357797,1268108
21063,3,1.0,1.0,0,0,4,7,1140,0,98059,1400,9000,294570,20159,282525,1220678
21064,3,2.5,2.0,0,0,3,7,1670,290,98059,1980,1467,300000,1016,345383,1313319
21065,5,3.5,2.0,0,0,3,8,2738,0,98023,2738,5201,395950,252,367936,1191737
21066,4,2.5,2.0,0,1,3,8,3691,0,98074,3190,11270,800000,563,787021,2220422
21067,3,2.5,2.0,0,0,3,8,2340,0,98045,2790,5684,439990,575,465096,1439026
21068,4,3.5,2.0,0,0,3,8,1990,520,98052,2560,3820,680000,674,600095,1645360
21069,6,3.0,2.0,0,0,3,8,2800,0,98117,1440,3960,677790,6285,709347,2031429
21070,3,2.5,2.0,0,0,3,8,1650,0,98065,1800,3331,424950,850,398710,1221870
21071,2,2.25,2.0,0,0,3,7,1061,0,98002,1481,2887,223990,819,206731,1048188
21072,4,2.5,2.0,0,0,3,10,2846,556,98023,3402,8487,498000,497,363353,1277179
21073,4,2.5,2.0,0,0,3,8,2542,0,98030,2419,8984,359950,303,376278,1222841
21074,3,2.5,2.0,0,0,3,9,3150,0,98024,2410,208652,720000,2691,761759,1750312
21075,4,2.5,2.0,0,0,3,8,3010,0,98059,3250,5531,530000,2507,533388,1637395
21076,3,2.5,2.0,0,0,3,7,1660,0,98038,1810,4462,295000,1375,278413,1183679
21077,3,2.5,2.0,0,0,3,7,1770,0,98042,2230,5200,255500,2119,285489,1105885
21078,3,3.0,2.0,0,0,3,9,1600,360,98027,2080,1423,556000,2697,503183,1412422
21079,4,2.5,2.0,0,0,3,7,1889,0,98001,1990,6350,277950,921,276893,1245279
21080,4,2.5,2.0,0,0,3,9,3040,0,98038,2640,6000,431000,3019,505768,1474161
21081,4,2.75,2.0,0,0,3,9,3420,0,98053,3450,6137,780000,1781,788590,1750584
21082,3,3.25,2.0,0,0,3,8,1030,690,98112,1720,1527,649000,3939,660463,2366192
21083,3,2.5,2.0,0,0,3,7,1740,0,98011,1920,2869,447000,925,398162,1312070
21084,4,2.5,2.0,0,0,3,8,2450,0,98052,2970,4685,712198,489,623443,1668708
21085,3,1.5,2.0,0,0,3,8,920,270,98052,2820,5626,277140,226,439765,1417304
21086,4,2.5,2.0,0,0,3,10,3336,417,98023,3494,9375,363000,2339,443776,1357602
21087,5,3.5,2.0,0,0,3,9,3440,0,98045,3270,6037,598992,397,701888,1663882
21088,3,2.5,3.0,0,0,3,8,1830,330,98119,1870,2825,585000,1805,697383,2152375
21089,4,2.75,2.0,0,0,3,10,3820,0,98033,2330,12000,1270000,211,1193833,2364145
21090,2,2.0,2.0,0,0,3,7,840,280,98144,1130,5400,380950,2964,333126,1604855
21091,4,2.5,2.0,0,0,3,8,2250,0,98003,2156,3920,333490,188,319562,1162680
21092,3,3.25,2.0,0,0,3,8,1540,0,98027,1620,1104,520000,1250,410458,1364754
21093,2,2.25,2.0,0,0,3,7,1150,90,98027,1240,750,315000,2105,364770,1274465
21094,2,1.5,2.0,0,0,3,8,1020,140,98117,1210,1118,487000,3011,446217,1491483
21095,5,3.5,2.5,0,0,3,8,2760,0,98056,2590,4587,424950,584,497528,1769372
21096,3,2.25,3.0,0,0,3,9,1580,0,98199,1600,1525,542300,770,629185,1831066
21097,3,3.25,2.0,0,0,3,8,1180,300,98106,1330,1094,320000,709,300192,1277603
21098,4,3.25,2.0,0,0,3,10,3740,0,98029,2510,27520,1140000,203,934046,2031064
21099,4,2.5,2.0,0,0,3,8,1950,0,98065,2710,5000,425000,1079,450768,1311064
21100,3,3.0,3.0,0,0,3,8,1530,0,98117,1460,1224,474950,1034,499063,1544328
21101,3,2.5,2.0,0,0,3,8,1820,0,98038,2370,4200,307635,215,337587,1235734
21102,3,2.5,2.0,0,0,3,10,2760,0,98075,2760,6600,834538,343,694248,1608073
21103,5,2.75,2.0,0,0,3,9,3010,0,98074,3360,5407,769995,203,704742,1786006
21104,5,3.25,2.0,0,2,3,9,3860,0,98065,3860,8979,820875,3400,807127,1769121
21105,4,2.5,2.0,0,0,3,8,2490,0,98065,2520,5848,595500,804,505485,1396453
21106,4,2.5,2.0,0,0,3,10,3236,0,98030,3236,9660,450000,3541,450076,1488039
21107,4,2.5,2.0,0,0,3,8,2830,0,98065,2270,6939,695000,4493,539694,1450576
21108,3,2.0,1.0,0,0,3,7,1451,0,98042,2303,6126,300000,1907,257483,1072202
21109,5,3.25,2.0,0,0,3,8,2040,870,98106,2910,5027,515000,538,491714,1673111
21110,3,2.5,3.0,0,0,3,8,1280,0,98105,1450,1889,545000,2071,504256,1964389
21111,3,2.25,2.0,0,0,3,7,960,150,98144,1170,1400,365000,2605,341421,1735231
21112,4,2.75,2.0,0,0,3,9,2840,0,98033,1840,7700,718500,2386,839784,2052514
21113,3,1.75,2.0,0,0,3,8,1410,0,98106,1410,1988,279800,455,328999,1258269
21114,4,2.5,2.0,0,0,3,9,3250,0,98030,2612,14448,486940,267,490274,1437212
21115,4,2.75,2.0,0,0,3,8,3030,0,98059,3030,9620,525000,1272,539692,1589574
21116,4,2.5,2.0,0,0,3,9,1983,0,98092,2502,4750,345000,936,329400,1068200
21117,3,3.25,2.0,0,0,3,8,1710,730,98027,2440,2836,613000,3589,497049,1564069
21118,3,2.5,2.0,0,0,3,9,2313,0,98030,2323,5701,370000,1332,382132,1161702
21119,3,2.25,2.0,0,0,3,7,1260,0,98029,1630,2844,449500,3561,409678,1364340
21120,3,2.5,2.0,0,0,3,8,2000,0,98072,2210,4075,515000,1566,481483,1432956
21121,2,1.75,2.0,0,0,3,7,1150,0,98027,1150,757,346100,853,351598,1237086
21122,4,2.5,2.0,0,0,3,9,2820,0,98038,1880,7200,398500,2899,462682,1386564
21123,2,1.75,2.0,0,0,3,7,1160,0,98014,970,7500,310000,2423,257257,1012977
21124,3,2.25,2.0,0,0,3,7,1481,0,98002,1481,2889,250000,1152,226924,1123440
21125,5,3.5,2.0,0,3,3,9,3170,1220,98115,2740,6448,1880000,582,1206493,2681663
21126,2,1.75,3.0,0,0,3,9,1570,0,98004,1570,1206,695000,2795,768768,2096018
21127,4,3.0,2.0,0,2,3,9,2680,730,98126,2300,6345,1090000,2795,864573,2040856
21128,5,3.25,2.0,0,0,3,9,3480,0,98074,3360,5398,864327,215,796017,2060549
21129,4,3.25,2.0,0,0,3,9,3430,0,98011,3360,9724,749995,166,723182,1925721
21130,5,2.75,2.0,0,0,3,9,2880,0,98059,3010,8296,525000,3082,578866,1540860
21131,3,2.5,2.0,0,0,3,10,2990,0,98028,1940,9600,659950,3246,673646,1587472
21132,5,5.0,2.0,0,0,3,10,3930,560,98004,2490,10279,1800000,490,1890412,3171542
21133,5,4.0,2.0,0,0,3,9,4100,0,98053,4100,7625,950000,1397,937952,1899946
21134,4,2.75,2.0,0,0,3,11,3870,0,98033,3560,10046,1400000,3455,1365866,2478455
21135,2,1.5,2.0,0,0,3,7,800,0,98106,1020,4800,265050,2374,218591,1147464
21136,3,2.25,3.0,0,0,3,8,1540,80,98027,1390,942,450000,2255,416712,1312481
21137,4,2.5,3.0,0,0,3,8,2910,0,98034,2840,4181,915000,1950,616373,1907460
21138,4,3.25,2.0,0,0,3,10,3530,0,98033,2470,9019,963000,2737,1263832,2437994
21139,4,2.5,2.0,0,0,3,7,2701,0,98092,2566,5843,270000,645,352704,1196574
21140,2,2.5,2.0,0,0,3,7,1140,240,98126,1580,1397,294000,935,348680,1422139
21141,3,2.5,2.0,0,0,3,9,2050,0,98117,1150,5000,700000,1251,701870,1733809
21142,3,4.0,2.0,0,0,3,10,3370,0,98075,3710,8252,1070000,439,864570,1895194
21143,3,2.5,2.0,0,0,3,7,1470,570,98126,1410,2500,494900,2675,403251,1506730
21144,3,2.5,2.0,0,0,3,8,1610,0,98072,2210,3600,415000,1673,438475,1364801
21145,3,2.5,2.0,0,0,3,8,2680,0,98045,2990,6037,459990,486,507636,1507733
21146,4,3.5,2.0,0,0,3,10,3560,0,98075,3710,6562,882990,275,899959,1885501
21147,4,3.5,2.0,0,0,3,10,3060,820,98019,3180,10947,620000,2919,725963,1736564
21148,3,2.0,1.0,0,0,3,9,1824,0,98001,2409,6264,375900,1868,351234,1325110
21149,3,2.5,2.0,0,0,3,10,2010,210,98027,2290,3213,654000,1009,567738,1481564
21150,4,3.25,2.0,0,0,3,10,4140,0,98040,2150,9663,1840000,813,1301318,2719271
21151,3,2.5,2.0,0,0,3,7,1322,0,98001,1440,6796,215000,2169,208576,1129269
21152,3,2.5,3.0,0,0,3,8,1766,143,98103,1780,1248,630500,3249,588326,2046373
21153,4,3.5,2.0,0,0,3,10,3460,0,98075,3380,7464,855000,1771,869851,1833799
21154,4,2.5,2.0,0,0,3,8,1954,0,98001,1934,5000,235245,2948,311951,1256849
21155,5,2.5,1.0,0,0,3,9,1610,1390,98033,2700,7205,770000,2747,812398,2146455
21156,4,2.5,2.0,0,0,3,8,2650,0,98053,2520,5866,734990,900,621789,1564194
21157,4,2.5,2.0,0,0,3,8,2580,0,98033,1780,5772,880000,738,697934,2005085
21158,4,3.0,2.0,0,0,3,8,2650,0,98028,2380,4733,525000,1474,512304,1533872
21159,4,3.5,2.0,0,0,3,10,3390,0,98027,2990,3400,775000,2410,846340,1895549
21160,3,1.75,3.0,0,0,3,10,1470,0,98119,1410,967,687015,2310,803190,1989326
21161,3,2.5,2.0,0,0,3,9,1910,0,98029,1910,3215,663000,3237,546619,1487115
21162,4,2.5,2.0,0,0,3,9,3030,0,98033,3030,7187,815000,3740,923336,2233233
21163,4,3.25,2.0,0,0,3,9,2930,0,98029,2400,32374,1050000,846,741874,1791012
21164,3,2.5,2.0,0,0,3,8,1650,0,98065,1760,2787,433190,477,397215,1219222
21165,4,2.5,2.0,0,0,3,9,2870,0,98029,2940,4800,725000,3265,734901,1722189
21166,3,2.5,2.0,0,0,3,8,1608,0,98092,2009,4800,279950,827,259059,986074
21167,2,2.5,2.0,0,0,3,7,1620,0,98027,1620,6000,272167,450,422284,1361668
21168,3,2.5,2.0,0,0,3,8,1120,230,98117,1500,1605,468500,2723,494694,1539960
21169,3,2.5,2.0,0,0,3,7,1950,0,98038,1870,4184,298000,1613,311908,1237447
21170,6,4.5,2.0,0,0,3,8,2440,950,98118,2040,7214,303500,2935,539800,1875197
21171,3,1.75,2.0,0,0,3,7,1060,240,98027,1350,942,308000,2656,357861,1256998
21172,3,3.0,2.5,0,0,3,8,1850,380,98027,2230,1407,646800,469,496061,1442422
21173,4,2.5,2.0,0,0,3,8,1880,0,98027,1890,3078,530200,1827,476170,1415694
21174,5,2.5,2.0,0,0,3,7,3370,0,98038,2910,5092,405000,3237,480476,1579615
21175,2,2.5,2.0,0,0,3,8,990,330,98107,1550,1519,529000,204,495664,1852235
21176,3,2.5,2.0,0,0,3,9,2920,0,98059,2930,7995,675900,615,588915,1578083
21177,3,3.25,2.0,0,0,3,9,1220,330,98199,1550,1579,570000,821,644864,2002199
21178,4,2.5,2.0,0,0,3,9,2301,0,98001,2650,6054,375500,1820,396998,1355522
21179,3,3.25,2.0,0,0,3,8,1360,350,98029,1420,955,445000,3946,440554,1416874
21180,4,3.75,2.0,0,0,3,9,2240,650,98033,2354,3207,1100000,734,945765,2113026
21181,3,2.5,2.0,0,0,3,7,2100,0,98108,1520,2468,477000,3158,392539,1374297
21182,3,2.75,2.0,0,0,3,8,2100,140,98178,1790,5873,450000,324,371550,1345038
21183,3,3.0,3.0,0,0,3,8,1460,0,98117,1460,1245,427005,3371,490608,1535874
21184,3,1.75,3.0,0,0,3,9,1370,0,98102,1730,1990,720000,419,651068,2043523
21185,3,3.5,2.0,1,4,3,11,2830,930,98056,3560,5762,2230000,280,2427831,3554413
21186,4,3.25,2.0,0,0,3,9,2510,0,98056,1590,9583,450800,1972,512627,1776626
21187,2,2.25,2.0,0,0,3,8,1120,90,98117,1360,1349,461100,1701,475736,1521001
21188,4,3.0,2.0,0,0,3,10,2990,0,98075,2760,6600,1060000,273,724208,1683669
21189,3,2.5,2.0,0,0,3,8,1710,0,98116,1640,5750,590000,3384,559160,1604426
21190,4,2.5,2.0,0,0,3,9,3274,0,98092,2578,4200,478830,196,472604,1296000
21191,4,2.25,3.0,0,0,3,9,3300,0,98126,1290,8369,760000,189,763729,1725723
21192,4,3.5,2.0,0,0,3,11,4370,0,98059,3560,8070,1030000,2375,1049318,2077734
21193,4,2.5,2.0,0,0,3,7,2050,0,98059,2480,5447,385000,3085,380320,1374523
21194,2,2.5,2.0,0,0,3,8,1160,150,98122,1320,1581,500000,3057,475166,1798666
21195,3,1.5,1.5,0,0,3,7,1680,0,98014,1990,26336,425000,1200,337804,1422654
21196,3,3.0,2.0,0,0,4,8,1120,210,98122,1810,1770,552100,3534,526714,1987943
21197,3,3.0,3.0,0,0,3,9,1610,340,98004,2040,2131,785000,2188,845336,2323433
21198,5,3.25,2.0,0,0,3,9,3090,0,98056,2480,8000,615000,1177,642202,1999403
21199,3,2.5,2.0,0,0,3,7,1950,0,98042,1950,3825,309000,842,296956,1121791
21200,3,2.0,3.0,0,0,3,7,1108,0,98115,1285,1253,369500,2241,401854,1459154
21201,4,2.25,2.0,0,0,3,7,2190,0,98059,2190,3980,391000,3328,387075,1388860
21202,3,1.75,2.0,0,0,3,8,1060,530,98144,1530,5400,465000,301,408533,1854138
21203,4,2.75,2.0,0,0,3,9,3010,0,98033,3010,7215,879950,156,920161,2187114
21204,3,2.0,2.0,0,0,3,8,1060,270,98136,1440,2428,372000,295,404468,1434961
21205,3,2.5,2.0,0,0,3,7,1550,0,98002,2095,3402,259000,1237,262694,1160911
21206,2,1.5,2.0,0,0,3,7,1260,0,98144,1220,1740,374000,4935,356333,1758655
21207,4,2.5,2.0,0,0,3,8,2550,0,98065,2850,6109,561000,5176,523768,1429439
21208,3,2.5,3.0,0,0,3,8,1300,0,98103,1450,5270,610000,3014,479368,1863843
21209,3,3.0,2.5,0,0,3,8,1850,380,98027,2290,1407,635000,372,497509,1445057
21210,1,1.5,2.0,0,0,3,8,1070,100,98126,1360,1730,235000,2734,328234,1365892
21211,4,3.5,2.0,0,0,3,9,3500,670,98072,3510,5001,623300,2753,879242,1940519
21212,3,2.0,1.0,0,0,3,7,1680,0,98065,2430,6883,412500,2852,400355,1279567
21213,4,3.25,3.0,0,0,3,8,2864,0,98030,2419,8984,380000,324,368961,1286897
21214,3,2.25,2.0,0,0,3,7,1630,0,98029,1630,3348,497000,3460,450502,1429019
21215,4,2.5,2.0,0,0,3,9,2716,0,98030,2580,14448,452000,314,430749,1282675
21216,3,2.5,2.0,0,0,3,7,1750,0,98038,1810,4090,312000,662,287648,1198132
21217,5,3.0,2.0,0,0,3,9,3223,0,98042,1979,19030,469950,261,460512,1398800
21218,5,2.5,2.0,0,0,3,9,2600,0,98136,1620,5000,775000,216,727659,1689653
21219,4,2.75,2.0,0,0,3,8,3320,0,98133,2140,8727,679990,481,634299,1740612
21220,4,2.0,3.0,0,0,3,7,1350,0,98027,1390,942,288790,2369,349013,1243013
21221,5,2.5,2.0,0,0,3,9,3410,0,98006,2810,5129,800000,3019,893118,1855112
21222,3,2.5,2.0,0,0,3,8,1572,0,98092,1608,5175,299000,846,260746,961286
21223,4,2.5,2.0,0,0,3,7,2300,0,98042,2300,3825,332000,758,317960,1192600
21224,1,1.5,1.0,0,0,3,8,1030,0,98105,2650,5000,525000,27503,693501,2399229
21225,3,1.75,2.0,0,0,3,8,950,508,98144,1458,3000,620000,245,392307,1814637
21226,4,2.5,2.0,0,0,3,7,2190,0,98065,2190,5900,452000,2863,437317,1332008
